user_id,diet_type,smoker,alcohol_consumption,stress_level,sleep_hours,water_intake_liters,exercise_frequency,skincare_routine_level,satisfaction_score,perceived_improvement_score
HSP20225402,Vegetarian,False,None,6,7.7,2.0,3–5x/week,3,4,2
HSP20247146,Keto,True,None,5,6.2,2.7,None,3,1,0
HSP20242237,Vegan,True,Rare,9,7.3,1.3,3–5x/week,2,4,2
HSP20217600,Mixed,False,None,7,5.4,2.3,1–2x/week,3,1,1
HSP20255558,Keto,True,Rare,9,7.3,4.0,3–5x/week,3,4,4
HSP20238449,Keto,True,Rare,3,6.2,1.7,1–2x/week,1,2,0
HSP20246362,Keto,True,Rare,3,7.0,3.3,1–2x/week,1,4,3
HSP20251040,Vegan,False,None,6,6.6,2.0,None,1,2,1
HSP20218511,Keto,False,None,2,7.6,2.9,Daily,0,1,0
HSP20232037,Keto,False,None,2,5.3,2.7,Daily,2,1,0
HSP20257516,Vegetarian,False,None,6,7.7,3.2,Daily,2,5,5
HSP20228039,Vegetarian,True,None,7,6.4,2.3,Daily,1,4,3
HSP20229105,Vegan,True,Rare,6,8.0,1.8,1–2x/week,3,2,0
HSP20236289,Vegetarian,True,None,9,7.0,1.7,1–2x/week,3,3,3
HSP20236533,Vegetarian,False,None,7,7.8,2.3,3–5x/week,2,3,3
HSP20253139,Vegan,True,None,4,8.0,2.8,None,3,3,2
HSP20258951,Vegetarian,False,None,2,5.0,3.4,None,2,2,2
HSP20231793,Vegetarian,True,Rare,8,8.4,3.0,Daily,1,2,2
HSP20212631,Mixed,True,None,8,5.6,2.3,3–5x/week,2,1,1
HSP20241266,Vegetarian,False,None,3,6.7,2.1,3–5x/week,2,1,1
HSP20213588,Keto,True,Regular,2,8.5,2.6,None,1,5,4
HSP20248479,Mixed,True,None,7,3.3,2.7,None,0,3,3
HSP20218009,Mixed,True,Rare,4,6.1,2.5,None,3,5,5
HSP20223161,Vegetarian,False,None,3,6.1,3.0,None,1,1,0
HSP20233604,Vegan,False,Rare,5,7.8,2.7,3–5x/week,3,4,2
HSP20232529,Keto,True,None,4,6.1,2.5,3–5x/week,2,3,3
HSP20235102,Vegetarian,False,Rare,4,6.5,2.0,Daily,1,2,0
HSP20217092,Mixed,False,Regular,4,7.2,2.8,3–5x/week,0,5,4
HSP20221848,Mixed,False,None,9,8.3,3.3,Daily,0,3,2
HSP20246005,Vegetarian,True,None,3,5.7,3.0,Daily,2,3,2
HSP20228032,Keto,False,None,7,5.4,2.9,None,2,5,3
HSP20212559,Vegan,True,Rare,7,5.9,1.9,None,1,3,2
HSP20214496,Keto,False,None,7,6.8,0.9,None,3,4,2
HSP20242276,Vegan,False,Rare,5,4.4,2.4,3–5x/week,2,5,3
HSP20224705,Vegetarian,True,None,4,6.6,2.3,1–2x/week,3,4,3
HSP20258291,Vegan,False,Rare,9,4.6,2.0,Daily,3,3,2
HSP20211132,Mixed,False,None,3,7.0,2.8,1–2x/week,1,5,4
HSP20232975,Mixed,False,Rare,5,6.5,3.2,Daily,3,5,5
HSP20243165,Vegetarian,False,None,6,7.0,2.1,3–5x/week,2,5,4
HSP20242160,Vegan,False,None,6,6.2,1.7,None,3,4,4
HSP20227276,Mixed,False,Rare,9,6.4,3.2,None,1,3,2
HSP20212678,Mixed,False,Regular,4,7.3,3.3,Daily,3,4,3
HSP20216133,Vegetarian,False,None,4,6.1,3.3,1–2x/week,3,2,0
HSP20235902,Keto,False,None,3,6.3,3.4,3–5x/week,2,1,0
HSP20227270,Mixed,False,None,2,6.5,2.9,None,2,3,2
HSP20223340,Vegan,True,Rare,7,8.3,2.4,3–5x/week,2,3,2
HSP20219691,Mixed,True,None,5,6.8,3.3,1–2x/week,2,4,2
HSP20251138,Keto,False,None,7,6.3,1.7,None,2,5,5
HSP20253688,Vegetarian,False,Rare,2,9.1,2.2,3–5x/week,1,1,0
HSP20246753,Vegetarian,False,Regular,9,6.7,3.2,3–5x/week,1,1,0
HSP20223480,Keto,True,None,8,5.8,1.9,None,1,1,0
HSP20248248,Keto,True,None,7,6.8,1.4,None,0,1,0
HSP20222420,Vegan,True,None,3,6.2,2.6,None,2,2,2
HSP20213293,Vegetarian,True,None,2,6.2,1.6,None,1,2,0
HSP20217291,Mixed,False,None,2,8.4,2.6,1–2x/week,0,2,0
HSP20238035,Keto,True,Regular,3,8.2,2.3,1–2x/week,2,3,2
HSP20233290,Vegetarian,False,Rare,8,5.4,2.7,Daily,1,3,3
HSP20225537,Vegetarian,True,None,3,6.2,1.8,1–2x/week,2,2,0
HSP20215065,Keto,False,None,6,8.3,2.1,1–2x/week,3,3,2
HSP20255668,Vegetarian,False,None,5,4.3,3.3,1–2x/week,3,5,4
HSP20215942,Keto,True,None,7,5.9,2.1,None,3,4,3
HSP20229482,Vegan,True,None,9,4.4,3.5,None,2,3,2
HSP20259348,Mixed,False,None,7,5.0,2.5,3–5x/week,3,4,3
HSP20227418,Mixed,True,Rare,2,7.6,2.8,1–2x/week,3,5,5
HSP20231894,Keto,False,Rare,8,6.4,1.5,Daily,3,5,5
HSP20229108,Vegetarian,True,Rare,4,5.5,2.6,1–2x/week,1,3,2
HSP20242847,Keto,True,None,2,5.6,2.6,1–2x/week,3,2,2
HSP20229185,Keto,False,None,8,7.3,3.1,None,1,5,4
HSP20252163,Keto,False,Rare,7,5.0,3.8,Daily,1,1,0
HSP20251197,Vegan,False,None,7,7.4,2.5,Daily,3,3,2
HSP20236185,Keto,True,None,7,7.8,3.9,3–5x/week,0,2,1
HSP20227337,Keto,False,None,6,4.8,2.4,3–5x/week,1,4,4
HSP20257895,Mixed,False,None,8,3.6,2.6,None,2,4,3
HSP20239951,Mixed,False,Rare,4,6.9,2.5,None,0,3,3
HSP20228717,Vegetarian,False,None,9,5.7,1.3,None,2,2,2
HSP20211273,Mixed,False,None,3,6.9,3.4,3–5x/week,0,3,2
HSP20252106,Vegan,True,None,7,5.8,2.8,3–5x/week,0,5,5
HSP20215295,Vegan,True,Regular,4,4.6,2.8,Daily,3,4,2
HSP20221652,Mixed,True,Rare,2,6.0,2.0,3–5x/week,1,2,2
HSP20217520,Vegetarian,True,None,3,5.6,2.3,Daily,0,1,0
HSP20255693,Mixed,True,Rare,6,7.0,1.7,3–5x/week,3,3,1
HSP20257806,Keto,False,Rare,2,6.0,2.5,3–5x/week,1,4,4
HSP20247590,Mixed,False,Rare,8,5.2,3.6,None,0,3,3
HSP20219791,Vegan,True,None,2,5.5,2.1,Daily,3,3,3
HSP20253501,Mixed,True,None,2,5.3,3.6,1–2x/week,1,1,0
HSP20232369,Keto,False,None,5,7.2,1.9,Daily,0,3,2
HSP20232294,Mixed,True,None,5,7.8,2.6,None,1,4,3
HSP20254329,Mixed,True,None,8,6.8,2.3,Daily,2,4,4
HSP20229788,Mixed,True,None,3,5.6,2.7,Daily,2,3,1
HSP20237401,Vegetarian,False,Rare,6,5.8,3.6,Daily,2,3,2
HSP20252083,Mixed,False,None,4,5.0,3.4,None,1,4,2
HSP20238167,Keto,True,None,7,6.4,2.7,None,0,1,0
HSP20221948,Keto,False,None,2,7.5,2.1,3–5x/week,3,1,1
HSP20222412,Mixed,True,Rare,3,7.5,0.9,Daily,3,5,5
HSP20242900,Mixed,True,None,5,5.6,1.9,1–2x/week,1,1,0
HSP20241901,Vegan,False,None,7,5.0,2.4,None,3,3,2
HSP20233877,Vegetarian,False,None,5,7.0,2.9,1–2x/week,0,5,5
HSP20211207,Vegetarian,True,None,8,6.8,2.1,3–5x/week,3,5,4
HSP20221185,Vegan,True,None,4,6.9,2.6,None,2,1,0
HSP20229133,Vegetarian,False,Rare,2,7.6,3.0,3–5x/week,0,1,0
HSP20239568,Mixed,True,None,7,6.5,2.0,1–2x/week,1,4,4
HSP20255247,Mixed,True,None,7,5.7,2.2,3–5x/week,1,4,2
HSP20227092,Vegetarian,True,None,6,6.1,2.7,None,3,3,3
HSP20225403,Keto,False,None,4,7.4,2.5,None,3,1,0
HSP20211480,Vegan,False,None,4,6.5,2.6,3–5x/week,1,5,3
HSP20238034,Mixed,True,Regular,9,5.9,1.9,None,3,5,4
HSP20239582,Keto,True,None,9,4.4,2.1,3–5x/week,0,3,1
HSP20215308,Vegetarian,False,Regular,5,7.1,2.1,1–2x/week,0,1,1
HSP20252262,Vegan,False,Rare,3,6.2,2.8,Daily,1,2,0
HSP20248457,Vegetarian,False,None,8,7.1,1.9,3–5x/week,3,1,0
HSP20256900,Vegan,False,None,7,7.7,3.2,3–5x/week,2,2,0
HSP20219185,Vegan,True,Regular,7,5.1,2.0,Daily,0,4,3
HSP20253734,Vegan,True,None,8,7.9,2.4,1–2x/week,0,4,2
HSP20233577,Vegan,False,None,4,3.8,1.7,Daily,0,5,3
HSP20232685,Mixed,False,None,4,6.2,1.8,Daily,0,1,0
HSP20252889,Keto,True,Rare,2,6.0,2.5,1–2x/week,3,1,0
HSP20229336,Vegetarian,False,Rare,2,8.3,2.3,None,3,1,1
HSP20211721,Mixed,True,None,8,7.8,3.4,1–2x/week,0,3,1
HSP20215006,Keto,False,Rare,9,8.2,2.7,None,0,3,1
HSP20218729,Keto,True,Rare,4,4.1,2.8,None,0,5,4
HSP20237274,Keto,False,None,2,7.8,2.5,Daily,3,2,0
HSP20223932,Vegan,False,None,3,8.6,3.0,1–2x/week,1,1,0
HSP20217870,Vegetarian,True,None,5,7.2,3.2,Daily,2,5,3
HSP20226272,Mixed,False,None,9,6.9,1.0,3–5x/week,0,4,3
HSP20227819,Vegan,False,Rare,5,5.9,3.2,3–5x/week,0,5,5
HSP20235444,Vegetarian,False,Rare,6,5.5,2.4,Daily,2,4,3
HSP20217108,Mixed,False,Rare,7,5.2,3.6,3–5x/week,1,5,5
HSP20219225,Vegan,False,Rare,9,8.5,2.0,None,1,3,3
HSP20213938,Vegetarian,True,Rare,2,6.7,2.1,Daily,2,4,2
HSP20229450,Vegetarian,True,None,9,7.2,2.8,None,0,5,4
HSP20217568,Mixed,True,None,2,7.5,2.7,1–2x/week,0,2,0
HSP20218620,Keto,True,None,8,10.0,1.9,1–2x/week,3,3,3
HSP20236090,Mixed,False,Rare,4,4.4,2.3,Daily,1,1,1
HSP20232415,Vegan,False,None,3,4.6,1.6,None,1,5,5
HSP20258483,Keto,True,None,7,5.3,1.9,None,3,2,0
HSP20217044,Mixed,True,None,5,5.4,2.8,None,3,4,2
HSP20225777,Keto,False,Regular,2,5.9,2.4,1–2x/week,2,4,3
HSP20255979,Vegetarian,False,None,9,7.6,2.0,Daily,3,5,5
HSP20254974,Keto,False,None,4,6.2,2.7,3–5x/week,1,3,1
HSP20247033,Vegan,True,None,3,4.2,1.1,None,2,4,3
HSP20259083,Vegetarian,True,Rare,9,6.9,2.8,1–2x/week,0,5,4
HSP20229954,Vegetarian,True,None,7,9.0,2.6,Daily,2,4,4
HSP20223466,Vegan,True,None,3,7.5,2.4,Daily,3,4,4
HSP20217718,Vegan,False,None,6,6.9,3.5,1–2x/week,2,3,3
HSP20214817,Vegetarian,True,None,4,4.0,2.7,Daily,3,3,1
HSP20256675,Mixed,False,None,4,9.1,2.7,None,0,1,0
HSP20216488,Vegetarian,False,Rare,3,8.5,2.1,1–2x/week,1,5,5
HSP20217164,Vegan,False,Regular,7,6.5,2.5,1–2x/week,2,5,3
HSP20232703,Vegetarian,True,None,9,3.8,1.8,None,1,3,2
HSP20229680,Vegan,False,None,3,5.2,3.0,Daily,2,2,1
HSP20227878,Mixed,False,Rare,7,7.5,2.7,3–5x/week,2,4,4
HSP20241981,Vegetarian,True,Regular,5,7.5,2.4,3–5x/week,2,4,2
HSP20225584,Mixed,True,Rare,6,7.9,2.5,None,3,1,0
HSP20211719,Mixed,False,None,8,6.6,2.3,Daily,0,5,4
HSP20229515,Vegan,False,Rare,2,7.3,2.2,Daily,0,2,0
HSP20247102,Vegetarian,True,None,7,7.7,1.8,None,3,2,1
HSP20242391,Mixed,True,None,3,5.2,2.9,1–2x/week,0,2,2
HSP20252565,Vegan,True,None,8,6.4,2.2,None,3,5,5
HSP20253187,Vegan,False,None,3,7.6,2.1,3–5x/week,2,1,1
HSP20242226,Mixed,True,None,7,6.3,3.3,None,1,5,4
HSP20252020,Vegetarian,False,Regular,7,8.3,3.4,None,3,5,5
HSP20243141,Vegan,False,None,2,6.2,3.2,3–5x/week,1,3,1
HSP20225778,Mixed,True,None,3,5.4,2.0,None,2,2,0
HSP20236161,Vegan,True,None,6,3.7,3.5,None,0,2,0
HSP20246345,Vegan,False,Regular,5,5.5,2.4,None,2,2,1
HSP20238417,Vegan,True,None,3,5.4,2.9,1–2x/week,0,1,0
HSP20234827,Vegan,True,None,6,6.0,1.7,3–5x/week,3,5,3
HSP20214321,Keto,False,None,6,7.0,1.6,None,1,4,4
HSP20222785,Vegetarian,True,Rare,9,5.5,1.2,3–5x/week,0,4,3
HSP20222731,Vegan,True,Regular,7,4.8,2.6,1–2x/week,1,1,0
HSP20228365,Vegetarian,True,None,2,4.1,1.6,3–5x/week,1,2,2
HSP20246145,Vegan,False,Rare,4,6.5,2.2,1–2x/week,2,2,0
HSP20242978,Vegan,True,Rare,4,8.9,3.6,3–5x/week,3,2,1
HSP20256870,Keto,True,Rare,4,5.5,2.8,None,1,3,3
HSP20228404,Vegan,True,None,8,7.4,2.1,Daily,0,4,3
HSP20238591,Keto,True,None,4,4.7,2.5,1–2x/week,3,4,2
HSP20232964,Keto,False,None,9,6.3,2.2,Daily,1,1,1
HSP20213582,Keto,False,None,6,7.0,2.0,None,0,2,2
HSP20231660,Vegetarian,False,Rare,2,5.1,2.6,Daily,1,3,2
HSP20226370,Mixed,False,None,8,7.0,1.8,3–5x/week,2,1,0
HSP20222494,Mixed,True,None,8,7.6,1.4,1–2x/week,2,2,2
HSP20226828,Vegetarian,True,Rare,5,5.8,2.3,Daily,1,2,1
HSP20249412,Keto,True,None,2,5.7,2.2,3–5x/week,1,2,1
HSP20215896,Keto,True,None,7,8.7,2.0,1–2x/week,0,1,0
HSP20233848,Keto,True,Rare,5,9.4,2.8,3–5x/week,1,3,1
HSP20217625,Keto,True,None,9,6.6,2.8,None,3,4,3
HSP20245093,Vegetarian,False,None,8,9.5,1.9,1–2x/week,2,4,3
HSP20218570,Keto,False,None,3,5.2,2.0,1–2x/week,0,3,1
HSP20213290,Vegan,True,Rare,6,6.5,1.5,3–5x/week,2,3,1
HSP20211195,Mixed,True,Regular,7,6.5,3.5,3–5x/week,0,2,2
HSP20214641,Vegetarian,False,Rare,7,6.7,2.3,3–5x/week,0,5,4
HSP20224246,Mixed,False,None,3,5.8,3.0,None,3,4,3
HSP20247098,Vegan,True,Rare,8,5.5,3.6,1–2x/week,3,3,1
HSP20215240,Vegetarian,False,Rare,6,8.8,2.7,None,3,2,1
HSP20211357,Mixed,True,None,4,6.5,3.1,Daily,3,5,4
HSP20214239,Vegetarian,True,Rare,4,7.8,2.0,1–2x/week,0,2,0
HSP20243110,Vegetarian,False,None,5,5.9,1.7,3–5x/week,2,4,2
HSP20216432,Vegan,True,Regular,3,7.0,2.9,None,1,4,2
HSP20211699,Vegan,False,None,9,4.9,2.2,1–2x/week,0,1,0
HSP20241829,Mixed,True,Regular,3,4.9,2.0,None,3,2,2
HSP20228096,Vegetarian,False,Rare,7,7.2,2.1,3–5x/week,0,1,1
HSP20249128,Vegetarian,True,None,8,6.1,1.5,3–5x/week,2,1,0
HSP20217270,Vegetarian,True,None,4,6.7,2.5,3–5x/week,0,3,3
HSP20243831,Vegetarian,False,None,6,5.6,2.4,Daily,0,4,2
HSP20234517,Keto,False,Rare,5,6.7,2.0,1–2x/week,0,3,1
HSP20225505,Keto,True,None,4,4.7,3.6,None,2,2,0
HSP20238307,Vegan,False,None,5,5.7,2.4,3–5x/week,2,2,2
HSP20221567,Vegetarian,False,None,2,7.7,4.6,None,2,4,4
HSP20255026,Vegetarian,True,Rare,3,5.0,2.8,1–2x/week,0,2,1
HSP20239173,Vegan,False,Regular,9,5.7,2.2,3–5x/week,1,1,0
HSP20248848,Keto,True,Rare,4,5.6,1.8,1–2x/week,2,4,2
HSP20212437,Keto,True,Rare,9,6.5,1.6,Daily,0,5,3
HSP20237275,Keto,False,None,9,7.6,2.5,Daily,2,1,1
HSP20227868,Keto,False,Rare,4,7.0,2.2,1–2x/week,0,5,3
HSP20229614,Mixed,False,Rare,4,6.1,2.7,None,2,5,4
HSP20229907,Mixed,True,None,3,5.1,2.3,3–5x/week,2,3,1
HSP20217266,Keto,True,Rare,9,5.5,2.0,1–2x/week,2,1,0
HSP20238859,Vegetarian,False,Regular,8,4.0,3.3,3–5x/week,0,2,0
HSP20258940,Vegetarian,False,Rare,7,5.7,3.2,3–5x/week,1,5,5
HSP20239231,Vegan,True,Rare,4,7.8,1.7,None,2,3,2
HSP20237363,Mixed,True,None,9,5.2,4.0,None,2,3,3
HSP20233946,Keto,True,None,8,8.6,2.5,Daily,0,2,2
HSP20216224,Keto,True,Rare,5,6.8,2.1,Daily,2,2,2
HSP20254588,Vegan,False,Rare,7,7.0,2.1,3–5x/week,1,3,2
HSP20215602,Vegan,True,None,8,4.1,1.7,Daily,3,5,3
HSP20218728,Mixed,True,Regular,3,6.5,1.8,None,0,4,4
HSP20256856,Vegetarian,False,None,6,6.4,1.9,Daily,0,1,1
HSP20254813,Vegan,False,None,9,5.6,3.0,3–5x/week,3,5,3
HSP20222640,Vegetarian,False,None,2,6.8,2.5,3–5x/week,3,4,3
HSP20224951,Vegetarian,False,None,6,7.6,2.8,1–2x/week,3,2,1
HSP20239743,Vegan,False,None,6,8.2,2.2,Daily,3,1,1
HSP20214594,Vegetarian,True,None,9,6.0,1.7,None,1,2,2
HSP20257363,Vegan,False,Rare,6,6.0,3.1,3–5x/week,1,1,0
HSP20233846,Mixed,True,None,8,8.1,3.1,Daily,3,3,1
HSP20224875,Vegetarian,True,Rare,2,4.3,3.1,3–5x/week,1,5,5
HSP20256210,Keto,False,Rare,4,4.3,3.0,3–5x/week,3,5,5
HSP20231462,Vegan,False,None,3,6.1,2.9,None,1,1,1
HSP20233328,Keto,False,None,5,4.9,3.2,None,2,3,1
HSP20254084,Keto,False,None,3,4.7,2.1,1–2x/week,3,3,1
HSP20249882,Vegetarian,False,None,5,5.3,1.4,3–5x/week,1,4,3
HSP20233876,Mixed,True,None,8,6.6,3.6,Daily,2,1,0
HSP20241621,Vegan,True,None,7,9.7,2.6,None,1,2,2
HSP20211920,Vegetarian,False,None,3,7.8,2.6,None,0,2,2
HSP20224584,Keto,True,None,5,7.1,2.3,Daily,1,1,1
HSP20219625,Vegan,True,None,6,6.7,2.8,3–5x/week,1,4,3
HSP20241011,Mixed,False,Rare,6,5.8,2.5,1–2x/week,2,4,4
HSP20234300,Vegetarian,False,None,7,6.4,3.0,3–5x/week,2,2,1
HSP20226582,Vegetarian,False,Rare,7,5.2,2.5,3–5x/week,1,4,3
HSP20226301,Mixed,False,None,7,8.8,3.2,None,0,3,1
HSP20211359,Vegan,True,None,5,8.1,2.5,1–2x/week,1,3,1
HSP20223320,Vegan,True,Rare,2,6.9,3.1,1–2x/week,2,2,0
HSP20219622,Vegetarian,False,None,9,8.4,1.3,3–5x/week,0,4,2
HSP20232188,Vegetarian,False,Rare,7,4.9,3.3,3–5x/week,2,2,1
HSP20237481,Mixed,False,Rare,9,6.2,2.1,Daily,3,4,3
HSP20252655,Vegan,False,None,6,5.0,2.2,1–2x/week,0,3,2
HSP20235944,Vegan,True,None,2,4.8,3.8,Daily,1,4,3
HSP20233235,Keto,True,Regular,9,6.5,2.5,3–5x/week,2,2,1
HSP20228157,Keto,True,Rare,7,7.2,3.1,3–5x/week,3,1,0
HSP20246198,Vegetarian,True,None,6,7.6,3.1,None,3,2,1
HSP20226846,Vegan,False,Rare,8,5.7,2.3,None,0,4,4
HSP20223872,Mixed,True,Rare,6,7.4,2.2,Daily,0,4,2
HSP20246026,Mixed,False,Regular,7,6.5,2.7,None,3,3,3
HSP20233086,Vegetarian,False,Rare,5,7.4,1.4,1–2x/week,2,1,0
HSP20221029,Mixed,False,None,6,7.4,2.4,3–5x/week,1,4,2
HSP20257415,Vegan,True,Rare,5,7.3,3.0,Daily,0,4,2
HSP20251530,Vegan,False,Rare,7,8.4,3.3,3–5x/week,2,5,4
HSP20226213,Keto,True,None,5,8.1,3.4,None,3,3,1
HSP20254619,Mixed,False,Rare,5,6.8,2.5,1–2x/week,1,3,3
HSP20252705,Mixed,True,None,5,7.5,2.9,Daily,1,4,3
HSP20243304,Vegetarian,False,None,6,6.1,2.7,None,2,1,0
HSP20232274,Keto,False,Rare,3,6.5,2.0,None,1,5,4
HSP20226682,Mixed,True,Regular,2,8.0,2.5,3–5x/week,0,2,0
HSP20233750,Mixed,True,None,6,9.0,1.5,3–5x/week,2,2,0
HSP20216500,Mixed,False,Rare,8,5.8,2.5,Daily,3,3,3
HSP20241186,Mixed,True,None,6,7.9,2.7,1–2x/week,1,4,4
HSP20234435,Mixed,False,None,5,6.9,1.8,Daily,1,1,0
HSP20222110,Vegetarian,True,None,8,5.1,2.7,None,3,4,4
HSP20235205,Vegetarian,False,None,6,4.9,2.2,Daily,3,3,3
HSP20211020,Keto,True,None,7,7.1,1.9,Daily,1,1,1
HSP20217323,Vegan,True,None,5,8.4,3.2,None,3,2,2
HSP20247875,Vegan,True,None,5,4.6,1.9,1–2x/week,3,4,4
HSP20227783,Vegetarian,True,Rare,5,3.8,2.0,3–5x/week,0,3,1
HSP20247204,Vegan,True,Rare,4,7.4,2.3,Daily,2,5,3
HSP20239946,Vegetarian,True,None,2,7.1,1.6,None,0,4,4
HSP20242661,Mixed,True,None,9,7.5,2.2,None,1,1,0
HSP20244695,Vegan,False,None,7,6.5,2.4,Daily,0,2,2
HSP20228393,Mixed,True,Rare,9,5.0,1.8,3–5x/week,0,4,3
HSP20211547,Keto,True,None,5,7.7,2.7,None,0,4,4
HSP20231328,Vegan,True,None,2,7.8,2.7,1–2x/week,2,1,1
HSP20235278,Vegetarian,True,None,8,6.7,1.5,Daily,2,5,3
HSP20212215,Keto,False,None,7,6.2,2.5,None,2,5,5
HSP20233787,Vegan,False,None,9,8.8,2.9,1–2x/week,1,4,3
HSP20243636,Vegan,False,None,4,8.3,2.9,Daily,2,1,0
HSP20219962,Vegetarian,False,Rare,4,5.6,2.6,None,2,2,0
HSP20216536,Vegan,False,Regular,6,6.8,1.9,Daily,1,1,0
HSP20258909,Keto,False,Rare,6,6.0,2.4,1–2x/week,2,1,0
HSP20218066,Keto,False,None,2,8.4,1.3,Daily,3,5,3
HSP20228113,Vegan,False,None,3,7.9,1.9,None,0,4,2
HSP20221877,Keto,False,Rare,8,4.9,3.2,3–5x/week,0,5,4
HSP20216424,Mixed,False,None,7,7.4,3.3,1–2x/week,3,4,4
HSP20224112,Vegetarian,True,None,5,7.5,3.7,None,3,3,2
HSP20249849,Mixed,False,Regular,9,7.2,2.4,None,2,4,4
HSP20235612,Vegan,True,None,5,6.9,3.2,Daily,2,1,0
HSP20234891,Keto,False,None,4,5.6,2.1,Daily,1,1,1
HSP20211813,Mixed,False,Regular,7,6.1,1.2,Daily,0,2,1
HSP20249043,Keto,False,Regular,3,6.7,1.4,1–2x/week,1,1,1
HSP20221893,Vegan,False,Rare,7,6.6,3.0,None,2,2,2
HSP20231062,Vegan,True,None,8,5.9,3.5,Daily,0,1,0
HSP20242435,Vegetarian,False,Regular,5,4.7,3.2,Daily,0,2,2
HSP20238869,Mixed,False,None,5,7.3,1.5,Daily,2,2,2
HSP20222589,Vegan,False,Rare,6,9.8,2.5,Daily,3,1,0
HSP20214390,Keto,True,None,2,5.4,1.7,Daily,2,4,4
HSP20225781,Vegan,True,None,9,6.2,2.4,None,0,3,1
HSP20218758,Vegetarian,False,Regular,6,6.6,2.3,1–2x/week,3,5,4
HSP20216052,Vegetarian,False,None,9,7.3,2.3,Daily,1,1,0
HSP20248715,Keto,False,Rare,2,4.2,2.4,3–5x/week,2,3,1
HSP20245341,Keto,False,None,4,3.7,2.7,3–5x/week,3,3,3
HSP20219914,Vegan,True,None,7,5.3,2.6,1–2x/week,0,3,3
HSP20244029,Keto,True,None,6,8.1,1.9,1–2x/week,0,2,2
HSP20237249,Mixed,True,None,4,7.8,2.2,None,2,5,5
HSP20234056,Vegetarian,False,Rare,3,8.6,2.3,1–2x/week,1,1,0
HSP20241731,Vegan,False,Regular,7,5.5,2.9,Daily,3,4,4
HSP20238204,Vegan,False,None,9,6.0,2.0,Daily,3,1,0
HSP20245315,Vegan,False,None,5,5.9,2.5,None,0,4,2
HSP20225400,Vegan,False,None,8,8.1,1.3,Daily,3,4,3
HSP20252009,Keto,False,None,6,6.5,2.9,Daily,3,1,0
HSP20222584,Vegan,True,None,7,6.7,3.3,1–2x/week,3,3,2
HSP20216632,Vegan,True,None,7,6.4,2.4,None,2,5,3
HSP20257782,Keto,True,None,9,7.2,2.6,1–2x/week,3,3,2
HSP20254727,Vegan,True,None,8,6.0,2.8,None,2,1,0
HSP20251999,Mixed,False,Rare,5,5.7,2.1,Daily,2,1,1
HSP20249561,Keto,False,None,8,5.9,3.3,Daily,1,5,5
HSP20249773,Mixed,True,Rare,3,2.6,2.7,3–5x/week,1,1,1
HSP20244860,Vegetarian,True,Regular,5,6.5,1.5,1–2x/week,0,1,1
HSP20245896,Vegetarian,False,Rare,8,6.9,2.8,3–5x/week,2,5,3
HSP20217468,Vegan,False,None,7,7.2,0.9,3–5x/week,1,3,2
HSP20219226,Mixed,False,None,3,8.1,2.1,3–5x/week,1,4,2
HSP20259467,Keto,False,None,5,7.3,2.9,3–5x/week,0,4,2
HSP20253415,Mixed,False,Rare,3,5.4,2.9,1–2x/week,2,3,2
HSP20218357,Keto,False,Regular,5,6.0,1.3,1–2x/week,2,5,4
HSP20223738,Vegan,True,None,4,7.9,2.0,3–5x/week,3,1,0
HSP20224157,Vegetarian,True,Rare,8,5.5,2.3,1–2x/week,2,4,2
HSP20221699,Vegan,False,None,4,6.8,2.5,1–2x/week,3,5,4
HSP20242283,Mixed,False,None,7,7.2,1.7,None,3,5,4
HSP20244308,Mixed,False,None,2,5.6,2.4,None,0,2,0
HSP20225225,Keto,True,Rare,2,8.8,2.4,3–5x/week,1,1,1
HSP20232097,Keto,True,None,4,7.8,2.5,None,2,1,0
HSP20217358,Vegetarian,False,Rare,8,5.9,2.4,1–2x/week,2,3,2
HSP20257510,Mixed,True,None,8,6.3,2.9,3–5x/week,3,4,4
HSP20256343,Mixed,True,Regular,7,8.1,2.7,None,1,3,3
HSP20239514,Mixed,False,None,5,7.9,1.9,None,2,1,1
HSP20241202,Vegetarian,False,None,6,6.0,2.1,None,2,2,2
HSP20259561,Mixed,False,None,5,6.9,2.3,3–5x/week,0,4,3
HSP20242843,Vegan,True,Rare,5,7.4,1.9,1–2x/week,1,5,5
HSP20243451,Keto,True,None,6,6.6,2.9,None,2,2,2
HSP20222641,Vegetarian,True,None,3,4.0,3.8,1–2x/week,1,3,1
HSP20212654,Mixed,True,Rare,9,6.2,1.3,Daily,1,4,3
HSP20239775,Vegan,False,None,8,6.7,2.5,None,3,2,1
HSP20237732,Vegan,False,Regular,7,6.4,3.1,3–5x/week,2,5,5
HSP20237275,Vegan,False,Regular,4,7.4,2.7,Daily,3,4,4
HSP20248750,Vegan,True,None,4,7.0,2.4,3–5x/week,1,4,2
HSP20213821,Vegetarian,True,Regular,7,8.6,1.6,None,0,2,1
HSP20237602,Mixed,True,None,8,6.7,2.5,1–2x/week,3,5,3
HSP20227581,Vegan,True,Rare,9,7.5,2.0,Daily,1,2,0
HSP20217484,Vegetarian,True,Rare,2,4.4,2.6,1–2x/week,3,1,0
HSP20234892,Vegetarian,True,Regular,7,6.8,3.4,1–2x/week,2,3,2
